Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
2009-10-22,2009,Bridgeport,105210,145000,Single Family,Detached House,3,3,1019,1.025953,South
2009-10-22,2009,Greenwich,564760,1230000,Single Family,Detached House,3,3,1002,1.025953,North
2009-10-22,2009,Fairfield,779240,834000,Single Family,Detached House,3,1,985,1.025953,West
2009-10-23,2009,Norwalk,231700,438775,?,Duplex,4,3,,1.025953,South
2009-10-24,2009,,155340,271000,Three Family,Triplex,6,6,1808,1.025953,South
2009-10-24,2009,West Hartford,195000,254000,?,Detached House,3,1,,1.025953,West
2009-10-24,2009,,397950,485000,Single Family,Detached House,3,1,933,1.025953,South
2009-10-25,2009,Bridgeport,99700,220000,Single Family,Detached House,3,1,937,1.025953,North
2009-10-25,2009,Bridgeport,118520,265000,Single Family,Detached House,3,1,941,1.025953,South
2009-10-25,2009,Norwalk,187880,310000,Single Family,Detached House,3,3,984,1.025953,West
2009-10-25,2009,,90550,190550,Two Family,Duplex,4,2,1431,1.025953,North
2009-10-25,2009,,102970,345000,Two Family,Duplex,4,2,1240,1.025953,West
2009-10-26,2009,,3669190,5690000,Single Family,Detached House,3,2,,1.025953,North
2009-10-29,2009,Fairfield,452690,728000,Single Family,Detached House,3,1,994,1.025953,West
2009-10-29,2009,Fairfield,870030,1414500,Single Family,Detached House,3,3,938,1.025953,South
2009-10-30,2009,West Hartford,139000,200000,Single Family,Detached House,3,2,904,1.025953,South
2009-10-30,2009,Greenwich,1343300,2900000,?,Triplex,6,5,1856,1.025953,North
2009-10-30,2009,West Hartford,,1019250,Single Family,Detached House,3,1,959,1.025953,East
2009-10-30,2009,,83170,134000,Two Family,Duplex,4,2,1461,1.025953,West
2009-10-30,2009,Bridgeport,103670,279900,Single Family,Detached House,3,3,922,1.025953,East
2009-10-31,2009,Fairfield,380170,425000,?,Detached House,3,2,958,1.025953,West
2009-10-31,2009,Fairfield,356370,683000,Single Family,Detached House,3,2,1075,1.025953,East
2009-10-31,2009,Greenwich,737660,950000,Single Family,Detached House,3,2,1028,1.025953,South
2009-10-31,2009,West Hartford,142400,234900,Single Family,Detached House,3,1,1043,1.025953,East
2009-10-31,2009,Bridgeport,80430,210000,Single Family,Detached House,3,1,988,1.025953,North
2009-11-01,2009,Fairfield,1825600,2625000,?,Detached House,3,3,1059,1.025953,West
2009-11-01,2009,West Hartford,137000,110000,Two Family,Duplex,4,2,1428,1.025953,South
2009-11-01,2009,Fairfield,409430,100100,Single Family,Detached House,3,2,905,1.025953,South
2009-11-01,2009,Greenwich,755930,1150000,Single Family,Detached House,3,2,1072,1.025953,North
2009-11-02,2009,Greenwich,,5200000,?,Detached House,3,1,1027,1.025953,East
2009-11-02,2009,Fairfield,1140720,2276608,Single Family,Detached House,3,2,1058,1.025953,West
2009-11-02,2009,West Hartford,221200,295000,Three Family,Triplex,6,4,2033,1.025953,South
2009-11-02,2009,Greenwich,1116500,375000,Single Family,Detached House,3,1,1059,1.025953,East
2009-11-05,2009,Norwalk,,487500,Single Family,Detached House,3,1,992,1.025953,North
2009-11-05,2009,Greenwich,1429190,4692928,Single Family,Detached House,3,1,1078,1.025953,South
2009-11-05,2009,Greenwich,16100000,28423600,?,Detached House,3,2,1080,1.025953,South
2009-11-05,2009,Greenwich,1479870,2075000,Single Family,Detached House,3,3,,1.025953,West
2009-11-05,2009,Norwalk,,240000,Four Family,Fourplex,8,8,2692,1.025953,North
2009-11-05,2009,Norwalk,,1850000,?,Detached House,3,2,1082,1.025953,East
2009-11-05,2009,Norwalk,195300,398610,?,Detached House,3,3,987,1.025953,North
2009-11-06,2009,Bridgeport,163450,361000,?,Duplex,4,4,1247,1.025953,South
2009-11-07,2009,Norwalk,266980,138000,Single Family,Detached House,3,3,998,1.025953,South
2009-11-07,2009,Bridgeport,139580,275000,Single Family,Detached House,3,3,1083,1.025953,East
2009-11-07,2009,West Hartford,209900,350000,Two Family,Duplex,4,2,1308,1.025953,North
2009-11-07,2009,Norwalk,264250,180000,Single Family,Detached House,3,1,971,1.025953,West
2009-11-09,2009,Greenwich,1152970,2000000,Single Family,Detached House,3,3,1039,1.025953,West
2009-11-13,2009,Bridgeport,,216000,Single Family,Detached House,3,2,,1.025953,North
2009-11-14,2009,Greenwich,2423610,4225000,Single Family,Detached House,3,3,1094,1.025953,West
2009-11-16,2009,West Hartford,272400,507000,Single Family,Detached House,3,2,949,1.025953,North
2009-11-16,2009,Bridgeport,114240,250000,Single Family,Detached House,3,1,980,1.025953,East
2009-11-16,2009,Norwalk,296170,655000,Single Family,Detached House,3,3,927,1.025953,West
2009-11-16,2009,Greenwich,2769200,4650000,Single Family,Detached House,3,3,,1.025953,East
2009-11-16,2009,Fairfield,359240,412900,?,Detached House,3,3,922,1.025953,East
2009-11-16,2009,Bridgeport,147910,255000,Single Family,Detached House,3,1,969,1.025953,West
2009-11-16,2009,Norwalk,261660,699000,Single Family,Detached House,3,1,1091,1.025953,North
2009-11-19,2009,Bridgeport,82671,155000,Two Family,Duplex,4,2,,1.025953,West
2009-11-20,2009,West Hartford,377900,490000,Single Family,Detached House,3,3,976,1.025953,South
2009-11-21,2009,West Hartford,773700,620000,Single Family,Detached House,3,2,1024,1.025953,North
2009-11-26,2009,Bridgeport,73010,129540,Single Family,Detached House,3,2,939,1.025953,North
2009-11-27,2009,Greenwich,1966300,2750000,Single Family,Detached House,3,1,1050,1.025953,East
2009-11-27,2009,West Hartford,215500,230000,Single Family,Detached House,3,2,1000,1.025953,East
2009-11-27,2009,Bridgeport,100380,212500,Single Family,Detached House,3,2,950,1.025953,North
2009-11-28,2009,Bridgeport,102340,10000,Single Family,Detached House,3,3,913,1.025953,West
2009-11-29,2009,,,1780000,Single Family,Detached House,3,3,994,1.025953,South
2009-11-29,2009,Greenwich,2560040,4300000,Single Family,Detached House,3,3,,1.025953,North
2009-11-30,2009,Greenwich,1907290,3137500,Single Family,Detached House,3,2,1021,1.025953,East
2009-11-30,2009,West Hartford,155700,218000,Single Family,Detached House,3,1,1067,1.025953,East
2009-11-30,2009,,183500,252000,Single Family,Detached House,3,3,,1.025953,North
2009-12-03,2009,West Hartford,277600,444000,?,Triplex,6,4,,1.025953,West
2009-12-04,2009,Norwalk,319550,550000,?,Detached House,3,3,981,1.025953,South
2009-12-04,2009,Greenwich,,1200000,Single Family,Detached House,3,2,910,1.025953,South
2009-12-05,2009,Fairfield,262220,259900,Two Family,Duplex,4,4,1329,1.025953,South
2009-12-06,2009,Norwalk,256480,460000,Single Family,Detached House,3,3,961,1.025953,North
2009-12-06,2009,Norwalk,194110,355000,?,Triplex,6,4,1950,1.025953,East
2009-12-06,2009,,170380,308000,Two Family,Duplex,4,3,,1.025953,West
2009-12-07,2009,Greenwich,5225360,8000000,Single Family,Detached House,3,3,913,1.025953,North
2009-12-07,2009,,881090,825000,Single Family,Detached House,3,2,993,1.025953,South
2009-12-07,2009,Bridgeport,89130,64000,Two Family,Duplex,4,3,1498,1.025953,South
2009-12-07,2009,Bridgeport,171040,370000,Single Family,Detached House,3,1,,1.025953,South
2009-12-07,2009,Fairfield,1769460,1950000,Single Family,Detached House,3,2,,1.025953,South
2009-12-10,2009,Fairfield,378280,475000,Single Family,Detached House,3,2,1027,1.025953,East
2009-12-10,2009,Fairfield,691180,900000,Single Family,Detached House,3,1,922,1.025953,North
2009-12-11,2009,Bridgeport,198910,246000,Two Family,Duplex,4,2,1297,1.025953,East
2009-12-11,2009,Bridgeport,126290,169000,?,Detached House,3,2,902,1.025953,West
2009-12-11,2009,Bridgeport,129790,306832,?,Triplex,6,5,1986,1.025953,West
2009-12-11,2009,West Hartford,223400,273000,Single Family,Detached House,3,2,1053,1.025953,South
2009-12-11,2009,Fairfield,315280,279000,Single Family,Detached House,3,2,911,1.025953,West
2009-12-12,2009,West Hartford,188300,252000,Single Family,Detached House,3,1,,1.025953,North
2009-12-13,2009,Bridgeport,149590,305000,Single Family,Detached House,3,2,1097,1.025953,West
2009-12-14,2009,Bridgeport,77140,100000,Two Family,Duplex,4,4,1462,1.025953,North
2009-12-14,2009,,277060,428200,Single Family,Detached House,3,2,1070,1.025953,North
2009-12-14,2009,,299040,425000,?,Detached House,3,3,952,1.025953,South
2009-12-17,2009,Norwalk,181580,379000,Single Family,Detached House,3,2,,1.025953,East
2009-12-17,2009,Bridgeport,115300,305000,Single Family,Detached House,3,3,1039,1.025953,East
2009-12-18,2009,Norwalk,204960,430000,?,Duplex,4,2,,1.025953,West
2009-12-18,2009,Greenwich,1082760,1640000,Single Family,Detached House,3,2,1083,1.025953,North
2009-12-18,2009,Fairfield,571060,975000,Single Family,Detached House,3,2,916,1.025953,West
2009-12-19,2009,Fairfield,701330,1040000,Single Family,Detached House,3,1,1048,1.025953,South
2009-12-19,2009,Norwalk,271740,125000,Single Family,Detached House,3,2,1009,1.025953,West
2009-12-20,2009,Greenwich,971600,1330000,Single Family,Detached House,3,2,1100,1.025953,West
2009-12-20,2009,Greenwich,491260,22500,Two Family,Duplex,4,2,1500,1.025953,East
2009-12-20,2009,Norwalk,221620,431250,?,Detached House,3,1,1095,1.025953,North
2009-12-20,2009,Norwalk,195370,400000,Single Family,Detached House,3,1,958,1.025953,West
2009-12-21,2009,Norwalk,390600,590000,Single Family,Detached House,3,2,1058,1.025953,North
2009-12-21,2009,Bridgeport,143470,290000,?,Duplex,4,4,1444,1.025953,East
2009-12-21,2009,West Hartford,274200,450000,Single Family,Detached House,3,3,940,1.025953,West
2009-12-21,2009,Norwalk,261590,200000,Single Family,Detached House,3,2,1080,1.025953,South
2009-12-21,2009,Bridgeport,179980,355000,Single Family,Detached House,3,3,1066,1.025953,West
2009-12-21,2009,West Hartford,143300,180000,Single Family,Detached House,3,3,960,1.025953,East
2009-12-21,2009,Norwalk,270340,485000,Single Family,Detached House,3,3,,1.025953,North
2009-12-24,2009,West Hartford,223400,320500,?,Detached House,3,2,1072,1.025953,South
2009-12-27,2009,Norwalk,,727750,Single Family,Detached House,3,3,1100,1.025953,South
2009-12-27,2009,,163800,259900,Single Family,Detached House,3,3,1094,1.025953,South
2009-12-28,2009,West Hartford,203000,355000,Single Family,Detached House,3,2,921,1.025953,West
2009-12-28,2009,Bridgeport,89170,167000,Single Family,Detached House,3,2,925,1.025953,West
2009-12-28,2009,,487760,687000,Single Family,Detached House,3,1,994,1.025953,South
2009-12-31,2009,Fairfield,685720,767500,Single Family,Detached House,3,3,1035,1.025953,East
2010-01-02,2010,West Hartford,145500,260000,Single Family,Detached House,3,1,1092,1.025846,South
2010-01-02,2010,West Hartford,147100,216500,Single Family,Detached House,3,1,921,1.025846,West
2010-01-02,2010,Bridgeport,148980,170000,Single Family,Detached House,3,1,,1.025846,South
2010-01-03,2010,Fairfield,645190,815000,Single Family,Detached House,3,1,935,1.025846,East
2010-01-03,2010,Norwalk,207130,407500,?,Detached House,3,3,1001,1.025846,South
2010-01-08,2010,Bridgeport,114870,207000,Single Family,Detached House,3,3,1053,1.025846,West
2010-01-09,2010,West Hartford,,880000,?,Detached House,3,1,922,1.025846,East
2010-01-10,2010,Fairfield,420630,630000,Single Family,Detached House,3,2,1060,1.025846,East
2010-01-10,2010,Norwalk,402430,1080000,Single Family,Detached House,3,3,949,1.025846,West
2010-01-10,2010,Bridgeport,69380,109900,Two Family,Duplex,4,2,1243,1.025846,East
2010-01-11,2010,West Hartford,256800,306000,Single Family,Detached House,3,1,966,1.025846,South
2010-01-11,2010,,2589160,4000000,?,Detached House,3,3,1006,1.025846,West
2010-01-14,2010,,151870,312000,Three Family,Triplex,6,4,,1.025846,North
2010-01-14,2010,Bridgeport,119430,139370,Single Family,Detached House,3,2,1092,1.025846,North
2010-01-14,2010,Norwalk,,680000,Single Family,Detached House,3,3,970,1.025846,East
2010-01-15,2010,Fairfield,511000,720000,Single Family,Detached House,3,2,991,1.025846,North
2010-01-15,2010,Fairfield,304360,351000,Single Family,Detached House,3,3,901,1.025846,South
2010-01-16,2010,,230800,323000,?,Detached House,3,1,934,1.025846,East
2010-01-16,2010,Norwalk,400470,302500,Single Family,Detached House,3,2,,1.025846,West
2010-01-17,2010,,185700,293814,?,Detached House,3,1,,1.025846,East
2010-01-18,2010,Fairfield,1430590,1800000,?,Detached House,3,1,,1.025846,South
2010-01-18,2010,Greenwich,2362570,4102000,Single Family,Detached House,3,1,954,1.025846,West
2010-01-22,2010,,161340,280000,Single Family,Detached House,3,1,1017,1.025846,East
2010-01-23,2010,Fairfield,626850,700000,Single Family,Detached House,3,1,923,1.025846,West
2010-01-23,2010,Bridgeport,120340,409900,Two Family,Duplex,4,2,1394,1.025846,South
2010-01-24,2010,Bridgeport,69380,299000,Two Family,Duplex,4,3,1461,1.025846,West
2010-01-24,2010,West Hartford,738500,1430000,Single Family,Detached House,3,3,1005,1.025846,North
2010-01-25,2010,Norwalk,772800,900000,Single Family,Detached House,3,1,992,1.025846,West
2010-01-28,2010,Bridgeport,100180,210000,Single Family,Detached House,3,1,,1.025846,East
2010-01-28,2010,West Hartford,186300,100000,Single Family,Detached House,3,1,914,1.025846,West
2010-01-29,2010,Bridgeport,200190,317500,Single Family,Detached House,3,2,,1.025846,West
2010-01-29,2010,Norwalk,205100,2055,Single Family,Detached House,3,2,1012,1.025846,South
2010-01-30,2010,West Hartford,166300,167000,Single Family,Detached House,3,3,1018,1.025846,North
2010-01-30,2010,West Hartford,269600,382500,Single Family,Detached House,3,1,1033,1.025846,West
2010-01-31,2010,West Hartford,192000,230000,Single Family,Detached House,3,1,980,1.025846,North
2010-02-01,2010,Fairfield,250740,415000,Single Family,Detached House,3,3,978,1.025846,North
2010-02-01,2010,Fairfield,293860,380000,Single Family,Detached House,3,1,1088,1.025846,South
2010-02-05,2010,West Hartford,295300,350000,Single Family,Detached House,3,2,1063,1.025846,South
2010-02-07,2010,,84770,174000,Single Family,Detached House,3,3,1097,1.025846,West
2010-02-12,2010,Bridgeport,177060,226770,Three Family,Triplex,6,5,,1.025846,West
2010-02-19,2010,Fairfield,826490,1612500,Single Family,Detached House,3,3,1066,1.025846,South
2010-02-19,2010,Norwalk,231280,395000,Single Family,Detached House,3,1,1069,1.025846,East
2010-02-25,2010,Bridgeport,131470,238000,Single Family,Detached House,3,2,1072,1.025846,South
2010-02-26,2010,,146400,265500,?,Detached House,3,3,,1.025846,West
2010-02-26,2010,Bridgeport,114560,135000,?,Duplex,4,3,1438,1.025846,South
2010-02-27,2010,Bridgeport,157860,324000,?,Detached House,3,3,1054,1.025846,East
2010-02-28,2010,Greenwich,1720600,2412500,Single Family,Detached House,3,2,1075,1.025846,South
2010-02-28,2010,Fairfield,441350,590000,Single Family,Detached House,3,2,1007,1.025846,North
2010-02-28,2010,Bridgeport,,147000,Single Family,Detached House,3,1,1007,1.025846,West
2010-03-03,2010,Greenwich,455140,525000,Single Family,Detached House,3,1,,1.025846,East
2010-03-05,2010,Norwalk,271460,575000,Single Family,Detached House,3,1,1019,1.025846,East
2010-03-05,2010,Bridgeport,116690,37500,Single Family,Detached House,3,2,930,1.025846,East
2010-03-05,2010,Fairfield,,496000,Single Family,Detached House,3,1,912,1.025846,West
2010-03-06,2010,Bridgeport,55040,60000,Single Family,Detached House,3,2,1010,1.025846,South
2010-03-07,2010,Greenwich,,2100000,Single Family,Detached House,3,2,929,1.025846,North
2010-03-11,2010,Norwalk,365260,543000,Single Family,Detached House,3,2,,1.025846,West
2010-03-12,2010,West Hartford,,212999,Single Family,Detached House,3,3,,1.025846,South
2010-03-13,2010,West Hartford,,550000,Single Family,Detached House,3,2,966,1.025846,South
2010-03-14,2010,Bridgeport,163660,268500,?,Detached House,3,3,1017,1.025846,North
2010-03-14,2010,Greenwich,4900000,10400000,Single Family,Detached House,3,3,924,1.025846,West
2010-03-14,2010,West Hartford,,240000,Single Family,Detached House,3,3,1033,1.025846,West
2010-03-14,2010,Greenwich,,3800000,?,Detached House,3,1,918,1.025846,East
2010-03-14,2010,Fairfield,356720,455000,?,Detached House,3,3,,1.025846,South
2010-03-17,2010,West Hartford,219400,364000,Single Family,Detached House,3,3,956,1.025846,North
2010-03-18,2010,,,180000,?,Detached House,3,3,988,1.025846,East
2010-03-18,2010,Greenwich,3895500,11750000,Single Family,Detached House,3,1,992,1.025846,South
2010-03-19,2010,Norwalk,,2350000,Single Family,Detached House,3,2,986,1.025846,West
2010-03-19,2010,Fairfield,,1350000,Single Family,Detached House,3,1,1097,1.025846,East
2010-03-20,2010,Norwalk,293160,567500,Single Family,Detached House,3,1,,1.025846,South
2010-03-20,2010,Fairfield,512960,690000,Single Family,Detached House,3,1,,1.025846,West
2010-03-24,2010,Fairfield,342440,430000,Single Family,Detached House,3,3,1046,1.025846,South
2010-03-25,2010,Bridgeport,96470,31000,Two Family,Duplex,4,3,1483,1.025846,West
2010-03-25,2010,West Hartford,429600,440000,Single Family,Detached House,3,3,1043,1.025846,North
2010-03-25,2010,Bridgeport,115060,198000,Single Family,Detached House,3,1,1054,1.025846,North
2010-03-26,2010,Bridgeport,,273150,?,Detached House,3,3,1040,1.025846,South
2010-03-27,2010,,302200,430000,Single Family,Detached House,3,3,1049,1.025846,South
2010-03-27,2010,Bridgeport,117160,190000,Single Family,Detached House,3,3,928,1.025846,West
2010-03-27,2010,Bridgeport,105140,265000,Three Family,Triplex,6,6,2162,1.025846,South
2010-03-28,2010,,85150,137500,Two Family,Duplex,4,2,1343,1.025846,South
2010-03-31,2010,Fairfield,,550000,Single Family,Detached House,3,2,975,1.025846,East
2010-03-31,2010,Bridgeport,142590,155705,Single Family,Detached House,3,1,906,1.025846,East
2010-03-31,2010,,83640,189000,Two Family,Duplex,4,3,1299,1.025846,South
2010-04-01,2010,Greenwich,10496220,21800000,Single Family,Detached House,3,2,1092,1.025846,South
2010-04-01,2010,West Hartford,375600,610000,Single Family,Detached House,3,2,958,1.025846,East
2010-04-01,2010,Fairfield,312340,443000,?,Detached House,3,1,1008,1.025846,West
2010-04-02,2010,Bridgeport,94160,60000,Two Family,Duplex,4,4,1259,1.025846,North
2010-04-03,2010,Norwalk,271670,486500,Single Family,Detached House,3,1,1016,1.025846,West
2010-04-04,2010,Bridgeport,119150,183000,Single Family,Detached House,3,2,967,1.025846,East
2010-04-04,2010,,717100,1071000,Single Family,Detached House,3,1,945,1.025846,West
2010-04-04,2010,Norwalk,222460,470000,Single Family,Detached House,3,2,991,1.025846,South
2010-04-07,2010,,107180,215000,Four Family,Fourplex,8,7,2643,1.025846,South
2010-04-07,2010,Bridgeport,154005,297000,?,Detached House,3,3,,1.025846,East
2010-04-07,2010,Fairfield,,270000,Single Family,Detached House,3,2,977,1.025846,South
2010-04-07,2010,Greenwich,3582460,5226000,Single Family,Detached House,3,1,977,1.025846,South
2010-04-07,2010,Fairfield,463890,355000,Single Family,Detached House,3,1,999,1.025846,South
2010-04-08,2010,Bridgeport,104160,324156,Two Family,Duplex,4,4,1309,1.025846,East
2010-04-08,2010,,218610,314000,Single Family,Detached House,3,3,1081,1.025846,North
2010-04-09,2010,Greenwich,748930,1450000,Single Family,Detached House,3,2,1046,1.025846,North
2010-04-09,2010,,108160,204574,Two Family,Duplex,4,3,1246,1.025846,South
2010-04-11,2010,Fairfield,685020,978500,Single Family,Detached House,3,3,1072,1.025846,West
2010-04-11,2010,West Hartford,239700,395000,?,Detached House,3,2,937,1.025846,South
2010-04-14,2010,West Hartford,234700,399000,Single Family,Detached House,3,2,909,1.025846,West
2010-04-15,2010,Norwalk,275170,400000,Single Family,Detached House,3,1,1038,1.025846,South
2010-04-15,2010,Fairfield,205940,83333,Single Family,Detached House,3,2,1071,1.025846,North
2010-04-16,2010,Bridgeport,162820,285000,?,Duplex,4,4,1289,1.025846,West
2010-04-16,2010,Bridgeport,144990,230606,Single Family,Detached House,3,1,986,1.025846,South
2010-04-16,2010,Bridgeport,107040,150000,Two Family,Duplex,4,2,1267,1.025846,West
2010-04-16,2010,Norwalk,231070,392500,Single Family,Detached House,3,2,906,1.025846,East
2010-04-16,2010,,136290,247500,Single Family,Detached House,3,3,1087,1.025846,South
2010-04-18,2010,Bridgeport,131580,240000,Single Family,Detached House,3,2,1015,1.025846,West
2010-04-18,2010,Greenwich,1131970,1525000,Single Family,Detached House,3,3,1051,1.025846,West
2010-04-18,2010,,552720,1575000,Single Family,Detached House,3,3,917,1.025846,East
2010-04-21,2010,Greenwich,637980,360000,Single Family,Detached House,3,3,997,1.025846,West
2010-04-21,2010,Norwalk,613060,1120000,Single Family,Detached House,3,3,1088,1.025846,West
2010-04-21,2010,Bridgeport,100370,199561,Two Family,Duplex,4,3,1262,1.025846,North
2010-04-22,2010,Fairfield,932750,1225000,?,Detached House,3,1,,1.025846,West
2010-04-23,2010,West Hartford,176000,257000,?,Detached House,3,1,,1.025846,South
2010-04-23,2010,Norwalk,,420000,Single Family,Detached House,3,2,1032,1.025846,West
2010-04-23,2010,West Hartford,421300,687500,?,Detached House,3,2,1063,1.025846,East
2010-04-23,2010,Norwalk,176120,410000,Single Family,Detached House,3,2,990,1.025846,West
2010-04-23,2010,Greenwich,3090290,5550000,Single Family,Detached House,3,3,994,1.025846,South
2010-04-25,2010,West Hartford,,193000,?,Detached House,3,2,1070,1.025846,South
2010-04-25,2010,Bridgeport,166510,297304,Three Family,Triplex,6,4,2020,1.025846,South
2010-04-25,2010,Fairfield,329490,170000,Single Family,Detached House,3,3,969,1.025846,South
2010-04-25,2010,West Hartford,,326000,Single Family,Detached House,3,3,1063,1.025846,North
2010-04-28,2010,,599130,835000,Single Family,Detached House,3,3,972,1.025846,East
2010-04-28,2010,,102860,180000,Single Family,Detached House,3,3,1075,1.025846,South
2010-04-29,2010,Greenwich,906220,1825000,Single Family,Detached House,3,2,1063,1.025846,North
2010-04-29,2010,West Hartford,224100,149950,Single Family,Detached House,3,2,1086,1.025846,North
2010-04-30,2010,Bridgeport,105960,179900,Three Family,Triplex,6,4,1829,1.025846,East
2010-04-30,2010,West Hartford,269000,220000,?,Detached House,3,2,1077,1.025846,East
2010-04-30,2010,Bridgeport,153720,337500,Three Family,Triplex,6,6,2010,1.025846,North
2010-04-30,2010,Bridgeport,122760,255000,Single Family,Detached House,3,3,1007,1.025846,East
2010-04-30,2010,Greenwich,,2950000,Single Family,Detached House,3,3,998,1.025846,West
2010-05-01,2010,Bridgeport,204460,245000,Single Family,Detached House,3,1,1003,1.025846,East
2010-05-02,2010,Bridgeport,,60000,?,Duplex,4,2,1255,1.025846,South
2010-05-02,2010,Greenwich,,3450000,Single Family,Detached House,3,2,1043,1.025846,East
2010-05-05,2010,Bridgeport,97920,77300,Two Family,Duplex,4,4,1329,1.025846,South
2010-05-05,2010,Bridgeport,99190,160000,Single Family,Detached House,3,1,904,1.025846,East
2010-05-05,2010,,121040,204000,?,Detached House,3,3,947,1.025846,South
2010-05-05,2010,West Hartford,387400,607000,Single Family,Detached House,3,2,1030,1.025846,South
2010-05-05,2010,Norwalk,252420,435200,Single Family,Detached House,3,3,951,1.025846,East
2010-05-06,2010,,613000,565000,Single Family,Detached House,3,3,,1.025846,East
2010-05-06,2010,Fairfield,361130,400000,Single Family,Detached House,3,1,1082,1.025846,East
2010-05-07,2010,Norwalk,299191,389000,Two Family,Duplex,4,4,1278,1.025846,North
2010-05-07,2010,Greenwich,1899310,1788000,Single Family,Detached House,3,3,1036,1.025846,West
2010-05-09,2010,Fairfield,389200,420000,?,Detached House,3,1,1018,1.025846,North
2010-05-09,2010,Bridgeport,,250000,Single Family,Detached House,3,1,924,1.025846,South
2010-05-09,2010,West Hartford,144000,170000,Single Family,Detached House,3,3,905,1.025846,North
2010-05-12,2010,West Hartford,257100,322500,Single Family,Detached House,3,2,1021,1.025846,North
2010-05-12,2010,Greenwich,856170,815000,Single Family,Detached House,3,1,,1.025846,North
2010-05-12,2010,Fairfield,427280,390000,?,Detached House,3,1,1022,1.025846,East
2010-05-12,2010,Norwalk,,450000,Single Family,Detached House,3,2,968,1.025846,West
2010-05-13,2010,Bridgeport,151093,360000,Single Family,Detached House,3,1,1054,1.025846,East
2010-05-13,2010,Bridgeport,121370,195500,Two Family,Duplex,4,3,1279,1.025846,South
2010-05-13,2010,Greenwich,2661960,3800000,Single Family,Detached House,3,3,1068,1.025846,East
2010-05-14,2010,Greenwich,460390,690000,Single Family,Detached House,3,3,1028,1.025846,South
2010-05-14,2010,Fairfield,770140,1160000,Single Family,Detached House,3,1,,1.025846,West
2010-05-14,2010,Bridgeport,146730,275000,?,Duplex,4,3,1325,1.025846,West
2010-05-15,2010,Fairfield,1154650,1737550,Single Family,Detached House,3,3,1039,1.025846,North
2010-05-15,2010,Norwalk,155260,385000,Single Family,Detached House,3,3,,1.025846,East
2010-05-15,2010,Norwalk,669410,1210000,Single Family,Detached House,3,2,908,1.025846,West
2010-05-16,2010,West Hartford,153800,175000,Single Family,Detached House,3,3,927,1.025846,West
2010-05-16,2010,Greenwich,2001370,3100000,Single Family,Detached House,3,1,1011,1.025846,North
2010-05-19,2010,Greenwich,2484860,8237500,Single Family,Detached House,3,1,904,1.025846,East
2010-05-21,2010,,647570,1375000,Single Family,Detached House,3,3,904,1.025846,South
2010-05-21,2010,Bridgeport,126350,52000,Single Family,Detached House,3,3,,1.025846,North
2010-05-22,2010,Greenwich,1141350,1588000,Single Family,Detached House,3,1,916,1.025846,East
2010-05-22,2010,,641480,950000,Single Family,Detached House,3,1,,1.025846,West
2010-05-23,2010,West Hartford,224200,375000,Single Family,Detached House,3,1,1006,1.025846,South
2010-05-23,2010,,812490,630000,Single Family,Detached House,3,3,926,1.025846,South
2010-05-23,2010,Bridgeport,136160,229900,Single Family,Detached House,3,3,1022,1.025846,North
2010-05-27,2010,Norwalk,312200,617000,Single Family,Detached House,3,2,1086,1.025846,East
2010-05-28,2010,West Hartford,,305000,Single Family,Detached House,3,2,1068,1.025846,West
2010-05-28,2010,,91350,30000,Two Family,Duplex,4,3,1246,1.025846,East
2010-05-29,2010,West Hartford,454100,805000,Single Family,Detached House,3,2,,1.025846,West
2010-05-29,2010,West Hartford,151400,260000,Single Family,Detached House,3,2,,1.025846,East
2010-05-30,2010,Bridgeport,,185000,Three Family,Triplex,6,4,,1.025846,North
2010-05-30,2010,Greenwich,1412950,2350000,Single Family,Detached House,3,2,1091,1.025846,North
2010-05-30,2010,Fairfield,275030,333000,Single Family,Detached House,3,3,1098,1.025846,East
2010-05-30,2010,,437080,687500,Single Family,Detached House,3,2,1032,1.025846,West
2010-05-30,2010,West Hartford,162300,215000,Single Family,Detached House,3,2,1009,1.025846,West
2010-05-30,2010,Norwalk,296170,467000,Single Family,Detached House,3,3,1066,1.025846,West
2010-06-02,2010,Bridgeport,124040,245000,Single Family,Detached House,3,2,1065,1.025846,East
2010-06-03,2010,Greenwich,1765680,2847500,Single Family,Detached House,3,2,,1.025846,South
2010-06-03,2010,West Hartford,260900,475200,Single Family,Detached House,3,1,1044,1.025846,West
2010-06-04,2010,Greenwich,1431710,1900000,Single Family,Detached House,3,2,1075,1.025846,North
2010-06-04,2010,,348460,400000,?,Detached House,3,3,999,1.025846,East
2010-06-04,2010,Norwalk,554470,850000,Single Family,Detached House,3,1,1013,1.025846,North
2010-06-05,2010,,150850,160000,Single Family,Detached House,3,1,1031,1.025846,South
2010-06-05,2010,Fairfield,874370,1205000,Single Family,Detached House,3,2,1077,1.025846,North
2010-06-05,2010,Fairfield,392980,550000,Single Family,Detached House,3,1,1017,1.025846,North
2010-06-10,2010,,566790,825000,Single Family,Detached House,3,3,974,1.025846,West
2010-06-11,2010,Fairfield,1697640,2405000,Single Family,Detached House,3,1,1032,1.025846,North
2010-06-11,2010,West Hartford,327900,500000,Single Family,Detached House,3,2,,1.025846,South
